SYMBOL,DATE,SPX YE16,SPX YE17,SPX 16-17,SEDOL,TICKER-REGION,PRICE YE16,PRICE YE17,RETURN 16-17,REL-RETURN,ROE,SECURITY NAME,NAME,TICKER,EXCHANGE,PEER_GROUP,REGION,COUNTRY,COMP_GROUP_AVG,TOTAL_ESG_SCORE,ENVIRONMENT_SCORE,SOCIAL_SCORE,GOVERNANCE_SCORE,TOTAL_ESG_PTILE,ENVIRONMENT_PTILE,SOCIAL_PTILE,GOVERNANCE_PTILE,ENVIRONMENT_WEIGHT,SOCIAL_WEIGHT,GOVERNANCE_WEIGHT,E_OPERATIONS_INCIDENTS,E_SUPPLYCHAIN_INCIDENTS,E_PRODSERVICE_INCIDENTS,S_EMPLOYEE_INCIDENTS,S_SUPPLYCHAIN_INCIDENTS,S_CUSTOMER_INCIDENTS,S_COMMUNITY_INCIDENTS,G_BUSETHICS_INCIDENTS,G_GOVERNANCE_INCIDENTS,G_PUBLIC_POLICY_INCIDENTS,OLD_SYMBOL,CONTROVERSY_LEVEL
2156581,20161230,2238.83,2673.61,0.19,215658,BGG-US, 	22.26 , 	25.37 , 	0.14 , 	(0.05), 	4.88 ,Briggs & Stratton Corporation,Briggs & Stratton Corporation,BGG,NYSE,Machinery,United States and Canada,United States,57.31000,53.82000,,,,35.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1090431099,No evidence of relevant controversies
BW0FQV1,20161230,2238.83,2673.61,0.19,BW0FQV,BLBD-US, 	15.45 , 	19.90 , 	0.29 , 	0.09 ,,Blue Bird Corporation,Blue Bird Corporation,BLBD,NasdaqGM,Machinery,United States and Canada,United States,57.31000,46.75000,,,,10.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US0953061068,No evidence of relevant controversies
2484914,20161230,2238.83,2673.61,0.19,248491,BLT-US,,,,,,"Blount International, Inc.",Blount International Inc.,@NA,@NA,Machinery,United States and Canada,United States,57.31000,44.56000,,,,5.000000,,,,,,,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,US0951801051,Category 1
BYN8NH6,20161230,2238.83,2673.61,0.19,BYN8NH,BOOM-US, 	15.85 , 	25.05 , 	0.58 , 	0.39 , 	(5.64),DMC Global Inc.,DMC Global Inc.,BOOM,NasdaqGS,Machinery,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US23291C1036,No evidence of relevant controversies
B986ZR4,20161230,2238.83,2673.61,0.19,B986ZR,BRSS-US, 	34.30 , 	33.10 , 	(0.03), 	(0.23), 	43.75 ,"Global Brass and Copper Holdings, Inc.",Global Brass and Copper Holdings Inc.,BRSS,NYSE,Machinery,United States and Canada,United States,57.31000,47.21000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US37953G1031,No evidence of relevant controversies
2080732,20161230,2238.83,2673.61,0.19,208073,B-US, 	47.42 , 	63.27 , 	0.33 , 	0.14 , 	11.81 ,Barnes Group Inc.,Barnes Group Inc.,B,NYSE,Machinery,United States and Canada,United States,57.31000,47.83000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US0678061096,No evidence of relevant controversies
2180201,20161230,2238.83,2673.61,0.19,218020,CAT-US, 	92.74 , 	157.58 , 	0.70 , 	0.50 , 	(0.48),Caterpillar Inc.,Caterpillar Inc.,CAT,NYSE,Machinery,United States and Canada,United States,57.31000,61.59000,68.35000,55.16000,59.78000,70.99000,79.01000,64.81000,36.42000,0.400000,0.350000,0.250000,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,Category 1,Category 4,Category 2,Category 1,No evidence of relevant controversies,US1491231015,Category 4
B2RB4W9,20161230,2238.83,2673.61,0.19,B2RB4W,CFX-US, 	35.93 , 	39.62 , 	0.10 , 	(0.09), 	4.61 ,Colfax Corporation,Colfax Corporation,CFX,NYSE,Machinery,United States and Canada,United States,57.31000,48.98000,36.56000,50.49000,66.75000,21.60000,1.230000,49.38000,66.05000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1940141062,No evidence of relevant controversies
2496384,20161230,2238.83,2673.61,0.19,249638,CIR-US, 	64.88 , 	48.68 , 	(0.25), 	(0.44), 	2.51 ,"CIRCOR International, Inc.",CIRCOR International Inc.,CIR,NYSE,Machinery,United States and Canada,United States,57.31000,45.35000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US17273K1097,No evidence of relevant controversies
2201265,20161230,2238.83,2673.61,0.19,220126,CLC-US, 	82.47 ,, 	(1.00), 	(1.19), 	12.38 ,CLARCOR Inc.,CLARCOR Inc.,@NA,NYSE,Machinery,United States and Canada,United States,57.31000,46.74000,,,,10.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1798951075,No evidence of relevant controversies
2211071,20161230,2238.83,2673.61,0.19,221107,CMCO-US, 	27.04 , 	39.98 , 	0.48 , 	0.28 , 	7.06 ,Columbus McKinnon Corporation,Columbus McKinnon Corporation,CMCO,NasdaqGS,Machinery,United States and Canada,United States,57.31000,44.51000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1993331057,No evidence of relevant controversies
2240202,20161230,2238.83,2673.61,0.19,224020,CMI-US, 	136.67 , 	176.64 , 	0.29 , 	0.10 , 	19.52 ,Cummins Inc.,Cummins Inc.,CMI,NYSE,Machinery,United States and Canada,United States,57.31000,70.33000,70.40000,73.39000,65.95000,87.65000,81.48000,90.74000,60.49000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,Category 1,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2310211063,Category 2
2254418,20161230,2238.83,2673.61,0.19,225441,CNRD-US, 	21.37 , 	16.70 , 	(0.22), 	(0.41), 	(1.41),"Conrad Industries, Inc.",Conrad Industries Inc.,CNRD,OTCPK,Machinery,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2083051027,No evidence of relevant controversies
2231897,20161230,2238.83,2673.61,0.19,223189,CR-US, 	72.12 , 	89.22 , 	0.24 , 	0.04 , 	10.80 ,Crane Co.,Crane Co.,CR,NYSE,Machinery,United States and Canada,United States,57.31000,50.76000,48.73000,43.62000,64.00000,30.86000,31.48000,19.14000,52.47000,0.400000,0.350000,0.250000,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2243991054,Category 2
B02GMS7,20161230,2238.83,2673.61,0.19,B02GMS,CVGI-US, 	5.53 , 	10.69 , 	0.93 , 	0.74 , 	10.16 ,"Commercial Vehicle Group, Inc.",Commercial Vehicle Group Inc.,CVGI,NasdaqGS,Machinery,United States and Canada,United States,57.31000,44.51000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2026081057,No evidence of relevant controversies
2276467,20161230,2238.83,2673.61,0.19,227646,DCI-US, 	42.08 , 	48.95 , 	0.16 , 	(0.03), 	24.74 ,"Donaldson Company, Inc.",Donaldson Company Inc.,DCI,NYSE,Machinery,United States and Canada,United States,57.31000,53.19000,45.53000,50.82000,68.75000,39.51000,20.37000,50.62000,72.84000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2576511099,No evidence of relevant controversies
2261203,20161230,2238.83,2673.61,0.19,226120,DE-US, 	103.04 , 	156.51 , 	0.52 , 	0.32 , 	22.97 ,Deere & Company,Deere & Company,DE,NYSE,Machinery,United States and Canada,United States,57.31000,66.59000,74.25000,58.27000,65.95000,82.10000,85.80000,75.93000,60.49000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2441991054,Category 2
2278407,20161230,2238.83,2673.61,0.19,227840,DOV-US, 	74.93 , 	100.99 , 	0.35 , 	0.15 , 	13.67 ,Dover Corporation,Dover Corporation,DOV,NYSE,Machinery,United States and Canada,United States,57.31000,63.85000,71.99000,49.81000,70.45000,75.93000,83.95000,46.91000,74.69000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2600031080,Category 1
B3B5J07,20161230,2238.83,2673.61,0.19,B3B5J0,ERII-US, 	10.35 , 	8.75 , 	(0.15), 	(0.35), 	1.61 ,"Energy Recovery, Inc.",Energy Recovery Inc.,ERII,NasdaqGS,Machinery,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US29270J1007,Category 1
2321583,20161230,2238.83,2673.61,0.19,232158,ESE-US, 	56.65 , 	60.25 , 	0.06 , 	(0.13), 	7.65 ,ESCO Technologies Inc.,ESCO Technologies Inc.,ESE,NYSE,Machinery,United States and Canada,United States,57.31000,48.23000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2963151046,No evidence of relevant controversies
BYMN2T7,20161230,2238.83,2673.61,0.19,BYMN2T,FLOW-US, 	32.06 , 	47.55 , 	0.48 , 	0.29 , 	(37.81),"SPX Flow, Inc.",SPX FLOW Inc.,FLOW,NYSE,Machinery,United States and Canada,United States,57.31000,46.24000,,,,10.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US78469X1072,No evidence of relevant controversies
2288406,20161230,2238.83,2673.61,0.19,228840,FLS-US, 	48.05 , 	42.13 , 	(0.12), 	(0.32), 	8.12 ,Flowserve Corporation,Flowserve Corporation,FLS,NYSE,Machinery,United States and Canada,United States,57.31000,65.36000,63.17000,67.81000,65.45000,79.63000,69.75000,88.27000,58.64000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,US34354P1057,Category 2
2333986,20161230,2238.83,2673.61,0.19,233398,FSS-US, 	15.61 , 	20.09 , 	0.29 , 	0.09 , 	9.85 ,Federal Signal Corporation,Federal Signal Corporation,FSS,NYSE,Machinery,United States and Canada,United States,57.31000,45.45000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3138551086,Category 2
2348225,20161230,2238.83,2673.61,0.19,234822,FSTR-US, 	13.60 , 	27.15 , 	1.00 , 	0.80 , 	(68.09),L. B. Foster Company,L.B. Foster Company,FSTR,NasdaqGS,Machinery,United States and Canada,United States,57.31000,45.36000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3500601097,No evidence of relevant controversies
BYT3MK1,20161230,2238.83,2673.61,0.19,BYT3MK,FTV-US, 	53.63 , 	72.35 , 	0.35 , 	0.15 , 	22.18 ,Fortive Corp.,Fortive Corporation,FTV,NYSE,Machinery,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US34959J1088,No evidence of relevant controversies
2387530,20161230,2238.83,2673.61,0.19,238753,GBX-US, 	41.55 , 	53.30 , 	0.28 , 	0.09 , 	22.80 ,"Greenbrier Companies, Inc.",The Greenbrier Companies Inc.,GBX,NYSE,Machinery,United States and Canada,United States,57.31000,44.97000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3936571013,Category 1
2374178,20161230,2238.83,2673.61,0.19,237417,GDI.XX1-US,,,,,,"Gardner Denver, Inc.",Gardner Denver Inc.,@NA,@NA,Machinery,United States and Canada,United States,57.31000,59.14000,59.56000,43.04000,81.00000,66.67000,63.58000,17.28000,95.06000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3655581052,No evidence of relevant controversies
2380443,20161230,2238.83,2673.61,0.19,238044,GGG-US, 	27.70 , 	45.22 , 	0.63 , 	0.44 , 	6.73 ,Graco Inc.,Graco Inc.,GGG,NYSE,Machinery,United States and Canada,United States,57.31000,54.73000,46.53000,51.04000,73.00000,44.44000,23.46000,51.23000,82.10000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3841091040,Category 1
2380904,20161230,2238.83,2673.61,0.19,238090,GHM-US, 	22.15 , 	20.93 , 	(0.06), 	(0.25), 	5.43 ,Graham Corporation,Graham Corporation,GHM,NYSE,Machinery,United States and Canada,United States,57.31000,44.51000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3845561063,No evidence of relevant controversies
2379281,20161230,2238.83,2673.61,0.19,237928,GRC-US, 	30.95 , 	31.21 , 	0.01 , 	(0.19), 	8.44 ,Gorman-Rupp Company,The Gorman-Rupp Company,GRC,AMEX,Machinery,United States and Canada,United States,57.31000,43.49000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3830821043,No evidence of relevant controversies
B19HNF4,20161230,2238.83,2673.61,0.19,B19HNF,GTLS-US, 	36.02 , 	46.86 , 	0.30 , 	0.11 , 	4.13 ,"Chart Industries, Inc.",Chart Industries Inc.,GTLS,NasdaqGS,Machinery,United States and Canada,United States,57.31000,44.43000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US16115Q3083,Category 2
2412700,20161230,2238.83,2673.61,0.19,241270,HSC-US, 	13.60 , 	18.65 , 	0.37 , 	0.18 , 	(46.94),Harsco Corporation,Harsco Corporation,HSC,NYSE,Machinery,United States and Canada,United States,57.31000,48.67000,44.33000,45.65000,59.85000,19.75000,18.52000,30.86000,37.04000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4158641070,No evidence of relevant controversies
2446367,20161230,2238.83,2673.61,0.19,244636,HURC-US, 	33.10 , 	42.20 , 	0.27 , 	0.08 , 	7.34 ,"Hurco Companies, Inc.",Hurco Companies Inc.,HURC,NasdaqGS,Machinery,United States and Canada,United States,57.31000,44.51000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4473241044,No evidence of relevant controversies
B7LG306,20161230,2238.83,2673.61,0.19,B7LG30,HY-US, 	63.77 , 	85.16 , 	0.34 , 	0.14 , 	9.26 ,"Hyster-Yale Materials Handling, Inc. Class A",Hyster-Yale Materials Handling Inc.,HY,NYSE,Machinery,United States and Canada,United States,57.31000,47.62000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4491721050,No evidence of relevant controversies
2456612,20161230,2238.83,2673.61,0.19,245661,IEX-US, 	90.06 , 	131.97 , 	0.47 , 	0.27 , 	18.15 ,IDEX Corporation,IDEX Corporation,IEX,NYSE,Machinery,United States and Canada,United States,57.31000,55.63000,61.44000,43.03000,64.00000,51.23000,66.05000,14.20000,52.47000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US45167R1041,Category 1
BZBY209,20161230,2238.83,2673.61,0.19,BZBY20,ITT-US, 	38.57 , 	53.37 , 	0.38 , 	0.19 , 	13.05 ,"ITT, Inc.",ITT Inc.,ITT,NYSE,Machinery,United States and Canada,United States,57.31000,55.18000,48.68000,54.49000,66.55000,46.91000,30.86000,64.20000,65.43000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US45073V1089,Category 1
2457552,20161230,2238.83,2673.61,0.19,245755,ITW-US, 	122.46 , 	166.85 , 	0.36 , 	0.17 , 	42.94 ,Illinois Tool Works Inc.,Illinois Tool Works Inc.,ITW,NYSE,Machinery,United States and Canada,United States,57.31000,62.54000,60.36000,62.34000,66.29000,73.46000,64.20000,80.25000,62.35000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,US4523081093,Category 1
B3BRJZ8,20161230,2238.83,2673.61,0.19,B3BRJZ,JBT-US, 	85.95 , 	110.80 , 	0.29 , 	0.09 , 	43.93 ,John Bean Technologies Corporation,John Bean Technologies Corporation,JBT,NYSE,Machinery,United States and Canada,United States,57.31000,44.87000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4778391049,No evidence of relevant controversies
2781905,20161230,2238.83,2673.61,0.19,278190,JOY-US, 	28.00 ,, 	(1.00), 	(1.19), 	(4.56),Joy Global Inc.,Joy Global Inc.,JOY,NYSE,Machinery,United States and Canada,United States,57.31000,53.48000,50.65000,46.93000,67.20000,40.12000,37.04000,36.42000,67.90000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4811651086,Category 1
2769978,20161230,2238.83,2673.61,0.19,276997,KAI-US, 	61.20 , 	100.40 , 	0.64 , 	0.45 , 	11.68 ,Kadant Inc.,Kadant Inc.,KAI,NYSE,Machinery,United States and Canada,United States,57.31000,43.49000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US48282T1043,No evidence of relevant controversies
2488121,20161230,2238.83,2673.61,0.19,248812,KMT-US, 	31.26 , 	48.41 , 	0.55 , 	0.35 , 	(19.56),Kennametal Inc.,Kennametal Inc.,KMT,NYSE,Machinery,United States and Canada,United States,57.31000,46.81000,36.88000,43.04000,68.00000,11.11000,1.850000,17.28000,70.37000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4891701009,No evidence of relevant controversies
2534671,20161230,2238.83,2673.61,0.19,253467,LDL-US, 	61.85 , 	50.75 , 	(0.18), 	(0.37), 	14.34 ,"Lydall, Inc.",Lydall Inc.,LDL,NYSE,Machinery,United States and Canada,United States,57.31000,48.90000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5508191062,Category 1
2516851,20161230,2238.83,2673.61,0.19,251685,LECO-US, 	76.67 , 	91.58 , 	0.19 , 	0.00 , 	24.15 ,"Lincoln Electric Holdings, Inc.",Lincoln Electric Holdings Inc.,LECO,NasdaqGS,Machinery,United States and Canada,United States,57.31000,56.23000,55.91000,48.19000,68.00000,53.09000,55.56000,41.36000,70.37000,0.400000,0.350000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5339001068,Category 1
2516613,20161230,2238.83,2673.61,0.19,251661,LNN-US, 	74.61 , 	88.20 , 	0.18 , 	(0.01), 	7.50 ,Lindsay Corporation,Lindsay Corporation,LNN,NYSE,Machinery,United States and Canada,United States,57.31000,45.09000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5355551061,No evidence of relevant controversies
BYMWL31,20161230,2238.83,2673.61,0.19,BYMWL3,MCRN-US, 	18.63 , 	19.14 , 	0.03 , 	(0.17), 	6.97 ,Milacron Holdings Corp.,Milacron Holdings Corp.,MCRN,NYSE,Machinery,United States and Canada,United States,57.31000,47.67000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US59870L1061,No evidence of relevant controversies
2590930,20161230,2238.83,2673.61,0.19,259093,MIDD-US, 	128.81 , 	134.95 , 	0.05 , 	(0.15), 	23.37 ,Middleby Corporation,The Middleby Corporation,MIDD,NasdaqGS,Machinery,United States and Canada,United States,57.31000,43.63000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5962781010,No evidence of relevant controversies
2609717,20161230,2238.83,2673.61,0.19,260971,MLI-US, 	39.96 , 	35.43 , 	(0.11), 	(0.31), 	11.56 ,"Mueller Industries, Inc.",Mueller Industries Inc.,MLI,NYSE,Machinery,United States and Canada,United States,57.31000,44.51000,,,,5.000000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US6247561029,No evidence of relevant controversies
